year,dirty_energy_consumption,clean_energy_consumption,total_energy_consumption,total_co2_emission
2008,,,0.963,2809699
2009,,,0.986,2706642
2010,,,0.993,2926788
2011,,,1.04,2848035
2012,,,1.035,2932650
2013,,,1.031,3556595
2014,,,1.044,3539688
2015,,,1.069,3637863
2016,,,1.097,3848731
2017,,,1.105,4873267
2018,,,1.114,4736359
2019,,,1.113,5315237
1990,,,0.732,5345160
1991,,,0.732,5345641
1992,,,0.734,5118680
1993,,,0.732,25502506
1994,,,0.865,26182594
1995,,,0.865,28166922
1996,,,0.867,27761184
1997,,,0.865,27900044
1998,,,0.865,28003492
1999,,,0.865,29304544
2000,,,1.465,31278676
2001,,,1.589,29858540
2002,,,1.436,31465590
2003,,,1.588,32246010
2004,,,1.594,34379212
2005,,,1.644,34542292
2006,,,1.659,36241476
2007,,,1.715,35836300
2008,,,1.763,37424068
2009,,,1.719,37330160
2010,,,1.797,36410664
2011,,,1.824,37509260
2012,,,1.816,34620670
2013,,,1.811,34811084
2014,,,1.829,34265852
2015,,,1.841,35945092
2016,,,1.861,35241004
2017,,,2.017,35438930
2018,,,1.855,35813108
2019,,,2.725,34152636
1990,,,1.011,35688124
1991,,,0.95,35704540
1992,,,0.875,37121030
1993,,,0.498,2043946
1994,,,0.509,1986324
1995,,,0.322,2372617
1996,,,0.323,2282398
1997,,,0.187,2517961
1998,,,0.249,2755058
1999,,,0.249,2847245
2000,,,0.281,3114466
2001,,,0.281,3392724
2002,,,0.307,3597173
2003,,,0.345,3721323
2004,,,0.333,3921750
2005,,,0.345,3989804
2006,,,0.345,4335245
2007,,,0.358,4377836
2008,,,0.358,4270109
2009,,,0.358,4418076
2010,,,0.377,4550682
2011,,,0.379,4365500
2012,,,0.374,4445091
2013,,,0.383,4467845
2014,,,0.399,4805903
2015,,,0.399,4549767
2016,,,0.406,4605408
2017,,,0.399,4745122
2018,,,0.434,5430953
2019,,,0.373,5406146
1990,,,0.366,5461305
1991,,,0.318,5199214
1992,,,0.402,5219314
1993,,,0.347,601779
1994,,,0.577,568790
1995,,,0.633,528493
1996,,,0.578,601843
1997,,,0.666,579753
1998,,,0.73,561917
1999,,,0.73,642005
2000,,,0.701,646057
2001,,,0.811,697411
2002,,,0.877,682581
2003,,,0.919,693915
2004,,,1.015,652799
2005,,,1.019,695719
2006,,,1.011,754479
2007,,,1.03,809246
2008,,,1.031,708628
2009,,,1.387,687524
2010,,,1.025,715992
2011,,,0.95,801972
2012,,,1.152,961487
2013,,,0.943,1170164
2014,,,0.971,1322299
2015,,,0.995,1853797
2016,,,0.993,2070535
2017,,,1.144,2245619
2018,,,1.053,2207243
2019,,,0.902,2146714
1990,,,0.596,2251561
1991,,,0.596,1792657
1992,,,0.556,2468624
1993,,,0.61,38857280
1994,,,0.61,41929196
1995,,,0.613,46265316
1996,,,0.627,44814164
1997,,,0.633,34934724
1998,,,0.648,33416744
1999,,,0.664,36788590
2000,,,0.929,41008772
2001,,,0.993,37745960
2002,,,1.049,39586896
2003,,,1.058,78823110
2004,,,1.058,86718730
2005,,,1.071,94303640
2006,,,1.107,100008040
2007,,,1.181,98685310
2008,,,1.212,105757816
2009,,,1.268,97808930
2010,,,1.266,94269810
2011,,,1.281,94772180
2012,,,1.24,74885064
2013,,,1.203,112314216
2014,,,1.218,129568744
2015,,,1.397,109065930
2016,,,1.469,116360424
2017,,,1.469,122995920
2018,,,1.455,109231810
2019,,,1.569,116950170
1990,,,0.28,112776760
1991,,,0.296,105230430
1992,,,0.296,127304180
1993,,,0.295,7328
1994,,,0.358,7328
1995,,,0.358,7328
1996,,,0.358,7328
1997,,,0.357,7328
1998,,,0.354,7328
1999,,,0.36,7328
2000,,,0.292,7328
2001,,,0.273,7328
2002,,,0.309,7328
2003,,,0.344,7328
2004,,,0.389,7328
2005,,,0.411,7328
2006,,,0.438,3664
2007,,,0.455,3664
2008,,,0.491,3664
2009,,,0.522,3664
2010,,,0.563,3664
2011,,,0.583,7328
2012,,,0.616,3664
2013,,,0.616,3664
2014,,,0.616,7328
2015,,,0.644,7328
2016,,,0.665,7328
2017,,,0.676,10992
2018,,,0.666,7328
2019,,,0.734,7328
1990,58003.781,0,928.337,7328
1991,58390.523,0,972.452,10992
1992,56810.156,0,981.756,10992
1993,56193.191,0,1002.85,10163391000
1994,63132.09,0,1159.58,10667420000
1995,59823.926,0,1130.006,9919621000
1996,60202.789,0,1168.553,10073713000
1997,59696.375,0,1190.249,10011703000
1998,61183.16,0,1252.577,10304480000
1999,60706.84,0,1275.43,10547807000
2000,61950.852,0,1334.88,10570792000
2001,64399.922,0,1422.332,10444574000
2002,65480.074,0,1481.383,10807047000
2003,67781.133,0,1569.191,11183247000
2004,71949.188,0,1702.448,11449833000
2005,72097.352,0,1759.006,11954429000
2006,72123.867,0,1830.711,13052141000
2007,72369.453,0,1910.558,13824935000
2008,76374.367,0.062,2095.512,14709046000
2009,77067.469,0.06,2195.176,15693008000
2010,82507.711,0.386,2426.722,16399131000
2011,84609.406,0.493,2551.069,17332752000
2012,87768.891,2.281,2705.244,17724686000
2013,86304.227,3.677,2717.189,19024690000
2014,91065.367,3.869,2925.651,20271270000
2015,92153.516,3.773,3018.136,20961466000
2016,92735.117,3.676,3098.985,21207597000
2017,89983.539,5.062,3076.991,21656617000
2018,86788.484,12.05,3039.593,21715622000
2019,83647.617,15.21,2997.418,21806698000
1990,,,10.639,22331613000
1991,,,9.824,22945100000
1992,,,11.899,23572505000
1993,,,12.407,5993930000
1994,,,14.965,5940200000
1995,,,16.198,6065395700
1996,,,16.336,6171408000
1997,,,14.921,6295623700
1998,,,15.876,6357527000
1999,,,17.482,6582797000
2000,,,19.907,6701181400
2001,,,21.695,6772838000
2002,,,22.512,6867971600
2003,,,22.696,7113878000
2004,,,24.011,7021613000
2005,,,24.914,7073592300
2006,,,24.466,7186931700
2007,,,26.382,7285651000
2008,,,27.041,7332226600
2009,,,25.887,7267868000
2010,,,26.859,7379332000
2011,,,28.168,7160439300
2012,,,27.63,6673073000
2013,,,28.8,6879333400
2014,,,31.989,6775450600
2015,,,37.076,6591991300
2016,,,35.833,6726552600
2017,,,38.021,6763078700
2018,,,39.652,6617363500
2019,,,44.057,6473230300
1990,,,,6425780700
1991,,,,6614565000
1992,,,,6500849700
1993,,,,5898473000
1994,,,,5845792300
1995,,,,5972450000
1996,,,,6077360600
1997,,,,6196398600
1998,,,,6251386000
1999,,,,6470374000
2000,,,,6583014400
2001,,,,6655787500
2002,,,,6745561000
2003,,,,6979830000
2004,,,,6882137000
2005,,,,6929356000
2006,,,205.23,7035579400
2007,,,204.417,7137110000
2008,,,203.662,7176956400
2009,,,194.435,7102907400
2010,,,200.621,7209308700
2011,,,202.774,6989150000
2012,,,190.968,6503507500
2013,,,190.339,6702480000
2014,,,169.549,6598639000
2015,,,187.723,6415890400
2016,,,192.316,6549652000
2017,,,197.624,6583411700
2018,,,197.715,6430985700
2019,,,199.87,6292664000
1990,,,1.805,6248731000
1991,,,2.047,6436902000
1992,,,2.029,6316669000
1993,,,2.086,871434050
1994,,,2.086,875212800
1995,,,2.16,890175550
1996,,,2.165,897045060
1997,,,2.294,930045000
1998,,,2.294,929728640
1999,,,2.294,966366000
2000,,,3.761,1009317000
2001,,,4.046,1035708500
2002,,,3.523,1057639740
2003,,,3.514,1097527400
2004,,,4.905,1109624600
2005,,,4.468,1120893200
2006,,,4.747,1171127600
2007,,,3.902,1167688100
2008,,,4.254,1194622800
2009,,,4.637,1210704900
2010,,,4.193,1244044500
2011,,,3.601,1241570800
2012,,,4.143,1190095200
2013,,,3.742,1197941400
2014,,,4.376,1228821600
2015,,,4.536,1246537200
2016,,,5.031,1245626200
2017,,,5.248,1234207500
2018,,,4.653,1240785400
2019,,,4.669,1221472500
1990,,,4.277,1214823600
1991,,,4.531,1237907300
1992,,,3.275,1241705600
1993,,,3.27,118378920
1994,,,3.104,112819060
1995,,,3.569,97981620
1996,,,3.517,89581560
1997,,,3.697,81580344
1998,,,3.697,76082150
1999,,,3.697,66291536
2000,,,1.876,63678664
2001,,,2.354,58749300
2002,,,2.369,64139916
2003,,,2.433,69164936
2004,,,2.428,71664470
2005,,,2.199,68641600
2006,,,2.661,70139220
2007,,,2.513,71721960
2008,,,2.473,75010216
2009,,,2.482,76170210
2010,,,2.95,63478052
2011,,,3.734,70329490
2012,,,4.146,53462004
2013,,,4.825,50091130
2014,,,5.306,36185884
2015,,,4.335,37565140
2016,,,4.433,27013626
2017,,,4.405,30543564
2018,,,4.467,24623532
2019,,,4.128,27571904
1990,90275.508,89.781,273.104,51735804
1991,88934.969,250.62,278.315,47629852
1992,92250.25,242.266,298.587,52764220
1993,97605.508,234.571,326.212,14184423
1994,108270.719,227.443,373.084,10035016
1995,109529.383,220.688,388.941,10984672
1996,107257.727,214.159,392.477,10123632
1997,109560.492,207.967,412.801,10534000
1998,108043.25,202.284,418.509,10636592
1999,104259.586,197.175,414.326,11684496
2000,109096.141,192.937,443.014,10577968
2001,121702.5,366.364,503.087,12571184
2002,117966.203,361.5,494.231,11666176
2003,110119.344,373.872,466.99,11995936
2004,122044.383,358.061,522.708,11926320
2005,126065.977,350.957,549.237,10867424
2006,134360.797,337.084,604.333,11226496
2007,138807.375,337.897,648.871,11105584
2008,142330.344,343.832,690.315,11178864
2009,147824.859,336.679,742.394,10834448
2010,154155.203,364.647,797.876,9383504
2011,156706.266,368.348,829.566,9295568
2012,154443.078,381.304,833.11,8592080
2013,155018.281,417.483,851.487,8500480
2014,156856.891,438.087,876.213,9196640
2015,164431.484,482.161,931.765,8734976
2016,168778.516,489.418,966.848,7771344
2017,172507.266,485.786,997.217,7459904
2018,171960.484,480.113,1002.663,7020224
2019,166804.844,501.153,981.485,6987248
1990,39655.953,7547.829,248.354,7503872
1991,35009.32,7069.986,222.188,7031216
1992,33320.156,6994.143,213.742,7994848
1993,31404.893,8050.485,209.976,35097000
1994,29637.119,9106.178,206.843,33535000
1995,30442.346,8763.136,209.749,34455000
1996,31126.365,8289.663,211.202,36000000
1997,30542.227,8095.115,207.321,37905000
1998,30640.504,8368.534,209.521,38508000
1999,29926.613,9386.576,211.293,41572000
2000,29348.623,11242.672,218.247,41734000
2001,29952.443,11751.413,224.558,41871000
2002,29812.766,12305.803,226.427,42636000
2003,29721.301,11084.441,219.326,42147000
2004,28822.199,10915.156,213.596,43526000
2005,30373.893,11490.103,225.184,42592000
2006,28691.33,11650.324,217.394,43980000
2007,27490.422,10293.791,203.909,44307000
2008,28240.445,10811.454,211.003,43342000
2009,25864.896,9617.269,192.191,43926000
2010,27511.668,10219.104,204.732,45666000
2011,26118.996,10097.81,197.003,44795000
2012,24453.107,10341.896,189.309,43225000
2013,24807.424,10816.559,194.08,45691000
2014,22412.264,10729.508,181.195,44791000
2015,22944.652,10466.748,182.973,44300000
2016,23170.662,10371.195,183.812,44586000
2017,24957.248,10441.796,194.249,45046000
2018,24868.1,9901.864,191.072,45590000
2019,23096.76,10471.423,184.849,44765000
1990,23861.092,11031.595,69.298,44242000
1991,22459.18,12423.461,69.409,44393000
1992,21840.34,10741.26,64.881,42784000
1993,23326.154,10142.001,66.658,12043725000
1994,24013.035,11614.083,70.95,12032139000
1995,25775.031,11640.017,74.498,12104465000
1996,27311.035,11951.235,78.158,12179595000
1997,28419.832,11750.516,79.932,12370870000
1998,28020.502,12293.546,80.156,12534164000
1999,27613.363,12324.708,79.328,12940630000
2000,26989.494,12633.908,78.626,13026089000
2001,28243.172,13216.535,82.193,13020553000
2002,28378.512,12843.778,81.776,13152420000
2003,28529.527,11790.373,80.213,13486812000
2004,28996.533,13663.314,85.18,13439375000
2005,29308.92,13182.993,85.187,13529377000
2006,29907.23,12754.592,85.954,13767481000
2007,29796.855,12366.197,85.467,13907389000
2008,31571.484,14325.118,93.642,13962888000
2009,27855.791,14262.327,86.507,13905111000
2010,28090.873,13779.593,86.66,14055254000
2011,27333.039,13200.537,84.135,13691530000
2012,26399.1,12822.802,81.758,12822485000
2013,25231.627,13466.23,80.883,13258874000
2014,23073.502,16674.055,82.972,13106800000
2015,23079.83,12714.215,74.827,12949895000
2016,24588.869,13574.077,79.978,13000549000
2017,25020.234,13369.6,80.839,12803453000
2018,25150.877,13615.252,82.48,12684550000
2019,24055.762,13330.064,80.092,12546714000
1990,,,0.704,12534619000
1991,,,0.704,12610717000
1992,,,0.706,12260497000
1993,,,0.704,309474720
1994,,,0.704,311594560
1995,,,0.704,318629100
1996,,,0.706,322878270
1997,,,0.704,328002500
1998,,,0.704,339448320
1999,,,0.704,347962940
2000,,,1.056,358386000
2001,,,1.105,371038530
2002,,,1.142,381939500
2003,,,1.193,389394200
2004,,,1.269,399521730
2005,,,1.301,404740770
2006,,,1.349,415200830
2007,,,1.438,428969100
2008,,,1.46,433883840
2009,,,1.511,439968960
2010,,,1.556,448334800
2011,,,1.616,452336060
2012,,,1.621,452653470
2013,,,1.614,451557250
2014,,,1.52,450215460
2015,,,1.388,454100060
2016,,,1.335,445829000
2017,,,1.327,444416700
2018,,,1.386,452417900
2019,,,1.365,461105280
1990,,,4.068,465583840
1991,,,2.424,468674270
1992,,,2.253,470359500
1993,,,2.371,307320300
1994,,,2.371,309425470
1995,,,2.371,316437980
1996,,,2.378,320687200
1997,,,2.371,325822400
1998,,,2.371,337389150
1999,,,2.371,345775520
2000,,,2.966,355810180
2001,,,3.015,368176930
2002,,,3.26,379495600
2003,,,3.26,386730500
2004,,,3.262,396315740
2005,,,3.294,401256320
2006,,,3.319,411258340
2007,,,3.366,424484350
2008,,,3.331,429501700
2009,,,3.322,435663740
2010,,,3.405,442219550
2011,,,3.405,447543550
2012,,,3.416,447564200
2013,,,3.416,446896640
2014,,,3.416,444990530
2015,,,3.545,449031460
2016,,,3.627,440399360
2017,,,3.628,437819140
2018,,,3.641,445914900
2019,,,3.637,454293570
1990,25144.668,676.087,1029.669,459114200
1991,24209.82,777.324,1022.248,461151740
1992,23909.041,684.339,1027.038,462480000
1993,23615.041,494.243,1025.258,11222441
1994,24004.305,709.328,1069.309,11594826
1995,24641.549,764.583,1117.516,11892658
1996,24680.236,839.727,1139.763,13224754
1997,24798.572,939.342,1165.543,15054073
1998,24011.482,960.627,1145.025,15719100
1999,24685.686,845.489,1183.745,14883763
2000,24430.244,891.275,1185.383,15247872
2001,24452.41,776.124,1191.536,16300798
2002,23487.709,863.884,1161.125,20556572
2003,25328.736,810.773,1257.957,21535572
2004,27414.535,844.246,1372.772,20106774
2005,25767.262,740.223,1299.564,25234870
2006,26044.467,747.635,1326.061,32027534
2007,26424.736,805.566,1362.193,27592452
2008,28061.379,794.63,1459.708,29467404
2009,27612.783,780.815,1453.226,39046692
2010,27459.795,784.717,1462.799,43969600
2011,26700.18,843.671,1444.958,46092956
2012,26033.484,726.281,1422.703,43475190
2013,25731.957,783.094,1429.005,50315360
2014,25532.439,871.287,1445.511,55102532
2015,24442.797,876.13,1415.296,62713524
2016,25140.072,1109.784,1481.577,65251396
2017,24791.625,1267.152,1476.505,65896620
2018,23643.217,1173.009,1423.768,67376200
2019,24364.344,1270.391,1489.739,65669388
1990,20446.873,3715.312,1066.037,68619700
1991,23276.723,3823.413,1205.615,72555760
1992,26622.979,3793.206,1359.716,72177170
1993,29234.789,3949.842,1491.08,67827370
1994,31763.111,3838.505,1607.975,67477100
1995,34317.301,4387.416,1756.939,72014920
1996,37717.973,4779.342,1940.434,77175720
1997,41421.023,4945.639,2131.123,84018296
1998,36353.801,5780.527,1948.724,83614360
1999,39090.664,6557.384,2123.568,93538960
2000,41132.965,6868.332,2245.913,93788160
2001,42002.219,6869.127,2300.119,96740740
2002,43583.988,7262.512,2406.09,99389330
2003,44332.688,7903.561,2483.298,105419770
2004,45389.395,7858.03,2541.355,107126424
2005,46194.508,8670.451,2627.459,112903880
2006,46876.945,8703.021,2670.581,117490990
2007,48709.789,8330.735,2750.528,129623540
2008,49058.227,8716.42,2796.214,134692300
2009,49385.723,8480.197,2811.591,143550720
2010,53701.281,8681.623,3045.099,155402220
2011,55819.637,9144.553,3194.281,153921700
2012,56333.609,8808.318,3233.267,155418860
2013,56551.547,8226.757,3245.278,153908660
2014,55607.121,9185.238,3275.775,154650900
2015,55760.832,9593.845,3332.722,154885580
2016,57372.629,9465.087,3429.442,151524590
2017,58324.031,8994.43,3467.684,156529340
2018,59707.289,8430.029,3521.125,166410770
2019,57962.879,9123.653,3475.339,195791490
2012,,,5.969,216158420
2013,,,6.313,205060930
2014,,,6.531,206061230
2015,,,8.004,234496
2016,,,7.728,234496
2017,,,6.773,197856
2018,,,6.967,197856
2019,,,7.794,197856
1990,21543.645,5937.906,1068.755,197856
1991,22215.705,6158.7,1106.519,197856
1992,24048.006,5519.894,1159.128,197856
1993,22529.621,5920.049,1121.501,197856
1994,23516.85,6129.313,1174.692,197856
1995,24856.314,5770.913,1219.41,208848
1996,24613.867,7053.129,1266.568,216176
1997,26625.037,6636.373,1336.445,212512
1998,27847.9,6859.743,1400.882,212512
1999,29486.217,6123.656,1443.704,216176
2000,30535.486,6960.217,1527.637,219840
2001,31044.197,7959.745,1597.853,227168
2002,32173.016,6765.421,1615.075,252815.98
2003,32396.264,8021.892,1706.87,205184
2004,33615.195,7570.638,1769.33,197856
2005,34336.613,6442.418,1781.447,208848
2006,33584.785,7097.004,1807.2,216176
2007,33813.094,7004.552,1846.826,223504
2008,31721.74,7346.13,1795.815,227168
2009,28308.73,7595.645,1664.806,219840
2010,27043.629,9670.574,1709.882,205184
2011,27075.5,8825.568,1677.629,212512
2012,26552.605,9128.866,1668.326,216176
2013,24056.312,9951.694,1584.891,212512
2014,23546.793,9931.444,1555.551,219840
2015,24792.17,9128.067,1574.962,861040
2016,24605.465,9607.158,1589.974,883024
2017,25921.191,8599.357,1608.111,916000
2018,25582.371,9403.924,1637.08,934320
2019,24770.283,8994.58,1591.384,967296
1990,1196.683,540.519,29.887,945312
1991,1183.4,529.136,29.827,1036911.94
1992,1329.033,486.538,31.998,864704
1993,1328.208,629.697,34.901,1461936
1994,1427.849,671.308,37.809,1366672
1995,1506.806,734.32,40.738,1659792
1996,1814.109,524.81,42.855,1348352
1997,1845.081,552.522,44.234,1154160
1998,1916.897,623.705,47.156,1278736
1999,2054.381,662.18,50.719,2194736
2000,2346.591,505.217,53.547,2740672
2001,2265.319,484.797,52.033,2264352
2002,2386.734,413.222,53.509,2322976
2003,2352.983,499.484,55.062,2051840.1
2004,2305.348,439.941,53.507,2088480
2005,2635.625,504.906,61.786,2033520
2006,2671.983,666.301,66.334,2246032
2007,2800.279,558.52,67.44,2201690
2008,2558.418,575.612,63.576,2437293
2009,2611.543,535.527,64.46,2836632
2010,2597.069,771.134,69.616,3005740
2011,2998.879,624.318,75.579,3233566
2012,3254.36,454.633,77.952,3268288
2013,2818.803,929.778,79.214,2959142
2014,3381.192,626.522,85.122,3265395
2015,3664.149,812.782,95.523,2631999
2016,4253.45,592.894,103.835,3104491
2017,4152.188,581.975,101.817,4112287
2018,3984.802,878.305,104.949,3784946
2019,4289.701,706.524,108.167,4177258
1990,,,18.628,3652970
1991,,,25.898,4446773
1992,,,23.91,4630072
1993,,,22.676,5900714
1994,,,20.844,5622234
1995,,,19.229,5728391
1996,,,19.548,6953090
1997,,,19.942,5821097
1998,,,19.969,6090004
1999,,,21.594,5710970
2000,,,31.099,6971338
2001,,,33.413,7524040
2002,,,39.557,7349627
2003,,,41.019,7334595
2004,,,44.981,8460693
2005,,,52.217,9072099
2006,,,62.257,9952930
2007,,,66.082,9768100
2008,,,72.024,10513283
2009,,,77.592,10855411
2010,,,87.871,10788440
2011,,,84.763,10438870
2012,,,81.786,11223156
2013,,,85.838,10767613
2014,,,88.025,13419543
2015,,,90.99,2154432
2016,,,105.665,2169088
2017,,,107.951,2191072
2018,,,107.287,2191072
2019,,,101.025,2180080
1990,,,10.056,2059168.1
1991,,,10.322,2187408
1992,,,10.073,2575792
1993,,,10.327,2861584
1994,,,10.343,2443888
1995,,,9.93,2663728
1996,,,9.811,3206000
1997,,,10.031,3484464
1998,,,10.025,3942464
1999,,,10.087,4484736
2000,,,8.363,4382144
2001,,,8.256,4305200
2002,,,9.158,6115216
2003,,,8.114,4792512
2004,,,9.196,5089296
2005,,,9.358,4660608
2006,,,10.199,5224920
2007,,,9.535,5068603
2008,,,11.281,5429632
2009,,,11.473,6597547
2010,,,13.78,6502953
2011,,,11.212,6811698
2012,,,12.209,6469623
2013,,,11.753,7522541
2014,,,11.451,7879458
2015,,,10.528,2135640
2016,,,10.94,2103445
2017,,,12.747,2579939
2018,,,12.872,2914101
2019,,,14.032,3404286
1990,31375.1,48442.301,682.312,3937149
1991,27493.049,47801.359,647.093,3718801
1992,28385.383,47071.242,651.966,4127971.2
1993,27976.453,46298.273,644.957,4383911
1994,29273.787,44669.234,645.039,4375923
1995,27950.912,46540.938,652.437,3606132
1996,29941.955,42221.656,633.993,3695507
1997,27734.674,46784.848,656.358,3857264
1998,30666.039,49792.008,710.334,4031488
1999,29420.6,48518.277,689.672,4061307
2000,25930.09,46155.004,639.47,3779891
2001,26623.629,50470.691,685.889,3908692
2002,27161.41,44764.473,642.011,4041562
2003,28558.111,40088.895,615.181,4277954
2004,27523.486,46068.543,662.642,4531500
2005,27026.475,48190.188,680.842,5021793
2006,27466.377,42805.793,639.809,5198721
2007,26520.098,44347.953,649.454,5173286
2008,25030.902,44251.32,639.425,5172147
2009,23334.568,39707.887,586.384,5458230
2010,24460.006,41800.684,621.639,6047637
2011,22132.902,42787.562,614.627,7153635
2012,21076.643,47199.453,652.445,8068738
2013,20660.27,42691.422,611.276,8508181
2014,19745.828,42676.16,608.459,8244362
2015,19318.738,44543.59,629.002,21400794
2016,19651.93,42398.277,617.606,20757894
2017,19237.863,44153.691,637.604,20985784
2018,18388.891,43074.324,624.608,23884756
2019,19252.766,44007.695,649.553,23758890
1990,26150.117,23260.031,331.625,24668634
1991,26435.023,23683.084,340.572,24224358
1992,26439.17,23909.389,346.055,27285190
1993,24839.914,24968.025,345.474,27608866
1994,25318.875,26597.498,362.976,29173620
1995,23868.537,25006.225,343.995,30103858
1996,24676.395,22325.777,332.291,26980952
1997,25527.92,24608.469,355.316,27009978
1998,25790.328,24478.988,357.326,26210112
1999,25542.924,26741.518,373.426,31708170
2000,24810.326,25918.385,364.336,36934250
2001,26275.676,27587.041,389.127,28431740
2002,24857.545,24925.377,362.244,34669060
2003,24353.93,24530.602,358.359,40810316
2004,24211.266,23634.889,353.16,51317630
2005,24546.771,21059.57,338.784,57173444
2006,24785.934,22376.176,352.537,48924090
2007,22511.066,23709.83,348.594,45508676
2008,23645.391,23503.633,360.189,43023890
2009,23467.168,22961.494,359.157,49388344
2010,22307.521,22395.615,349.78,49227876
2011,21017.709,20940.91,332.034,52813624
2012,21462.041,22413.469,350.93,53730450
2013,22239.803,22258.977,360.046,55163084
2014,19587.031,22363,343.728,57679876
2015,19797.25,20715.555,336.097,41349500
2016,18918.787,18725.184,316.121,43471884
2017,19110.35,18203.998,316.847,48292790
2018,18215.83,19355.285,321.795,48928836
2019,18481.787,20432.051,335.79,54122468
1990,,,164.021,59950370
1991,,,152.11,61255050
1992,,,156.736,70061730
1993,,,173.902,68252520
1994,,,184.842,68176024
1995,,,177.842,72347740
1996,,,191.763,70303950
1997,,,203.788,70156340
1998,,,219.365,70215304
1999,,,225.806,72771496
2000,,,217.777,73272160
2001,,,215.206,66523620
2002,,,232.927,70762980
2003,,,226.197,77300520
2004,,,251.643,76491830
2005,,,284.303,82952690
2006,,,296.287,83742510
2007,,,305.68,88628570
2008,,,310.272,96035850
2009,,,290.352,101483620
2010,,,300.483,112449150
2011,,,272.005,122558000
2012,,,210.197,135150080
2013,,,154.282,141824050
2014,,,137.033,145231740
2015,,,122.003,376813570
2016,,,118.859,373834430
2017,,,119.593,364748770
2018,,,139.973,365448060
2019,,,125.033,360522200
1990,22917.258,5479.467,584.58,362892300
1991,24352.406,5407.017,618.122,377577860
1992,25796.988,5548.564,656.759,367524640
1993,27660.865,5224.559,694.728,339365280
1994,29235.869,5388.177,737.265,329552350
1995,31127.5,5394.534,783.61,317719200
1996,32081.852,5679.521,816.115,313850000
1997,34181.594,5518.246,864.061,306610300
1998,36103.582,5698.945,916.047,319624030
1999,37771.801,5676.318,958.345,324436220
2000,40380.484,5680.802,1022.318,323409470
2001,41896.98,5339.375,1054.935,337317570
2002,43288.598,5520.688,1096.768,336731500
2003,45275.512,5433.49,1146.033,330485120
2004,47110.129,5480.532,1194.269,316868500
2005,47478.195,5600.07,1210.204,334917000
2006,48734.18,5560.272,1242.178,334337150
2007,50707.852,5655.571,1294.286,326734900
2008,48757.012,5637.519,1251.539,322651200
2009,47212.449,5627.203,1218.316,310319100
2010,50864.922,5687.248,1306.199,313455700
2011,50261.129,5732.533,1296.792,324381220
2012,49708.105,5683.809,1288.064,337734940
2013,50560.379,5783.216,1315.697,337048480
2014,51691.027,5699.482,1344.917,318487680
2015,52069.316,5055.688,1343.642,45325084
2016,52567.969,4740.408,1352.633,47141640
2017,53388.348,3666.568,1350.691,50969940
2018,53465.383,4219.129,1369.06,49483612
2019,51551.902,4974.578,1344.47,50261172
1992,,,82.803,54524436
1993,,,76.482,51815228
1994,,,74.154,54694410
1995,,,61.23,59247500
1996,,,67.422,66899644
1997,,,64.101,65685548
1998,,,66.174,65237190
1999,,,74.73,69643310
2000,,,58.81,64537890
2001,,,61.559,67385150
2002,,,63.335,69717980
2003,,,66.608,64923910
2004,,,67.842,62437400
2005,,,69.359,60106790
2006,,,67.84,57207480
2007,,,63.974,53001360
2008,,,61.66,51801576
2009,,,55.354,49959708
2010,,,57.197,48163480
2011,,,56.487,47945816
2012,,,59.679,52270292
2013,,,61.831,50442236
2014,,,63.164,55210188
2015,,,63.246,51459108
2016,,,65.107,47618828
2017,,,67.379,
2018,,,71.293,
2019,,,75.516,
1990,,,15.965,
1991,,,14.634,
1992,,,15.371,
1993,,,16.023,
1994,,,14.391,
1995,,,14.268,
1996,,,15.108,
1997,,,14.056,
1998,,,16.242,
1999,,,17.074,
2000,,,17.487,
2001,,,20.143,
2002,,,22.163,
2003,,,22.4,
2004,,,27.307,
2005,,,28.836,
2006,,,29.666,
2007,,,32.123,
2008,,,33.499,
2009,,,33.012,
2010,,,38.174,
2011,,,38.775,
2012,,,46.594,
2013,,,48.664,
2014,,,50.872,
2015,,,52.438,
2016,,,57.596,
2017,,,52.476,11411196
2018,,,56.194,17380476
2019,,,56.709,26780340
1990,6212.272,263.796,357.663,30684492
1991,6794.317,239.156,394.577,30304340
1992,7367.542,217.147,431.865,31298254
1993,8301.94,186.507,490.429,31668366
1994,9155.238,224.93,549.772,36789308
1995,10019.35,335.731,615.349,31721740
1996,11199.891,365.305,696.353,30755618
1997,11653.909,357.671,732.576,34011720
1998,10670.815,259.699,674.907,41213508
1999,11277.94,184.331,715.735,40702616
2000,11461.657,302.891,741.95,41300452
2001,11977.339,316.12,782.477,42711404
2002,12835.857,372.208,848.256,50690104
2003,13697.295,383.376,912.103,63196840
2004,14811.012,350.744,990.232,62900590
2005,15168.095,353.141,1021.629,64256636
2006,15265.456,468.531,1043.471,68596750
2007,15825.776,478.761,1089.579,71920200
2008,15928.233,483.875,1104.998,79647660
2009,16399.477,515.941,1147.096,93822750
2010,17402.34,502.494,1222.372,83989550
2011,17614.732,630.81,1253.703,91548760
2012,18684.562,732.12,1342.8,91327390
2013,18654.275,748.794,1350.038,87544680
2014,19053.686,847.595,1392.312,100180024
2015,19400.998,848.659,1423.438,95231910
2016,19624.422,946.246,1452.434,101152290
2017,19741.904,1106.272,1478.099,1260372
2018,20049.502,1366.381,1523.265,1659143
2019,19884.803,1486.645,1523.95,1792624
2003,,,0.699,1791495
2004,,,0.757,1891719
